ID	 TEXT	 HUMOR	 MISINFORMATION	 DOWNPLAY	 CONCERN
570c4a8ad3d935161e9dd95e	Out here covered in mosquitoes trying to get zika b4 all the posers get into it/ruin it	1	0	0	0
570c4a8dd3d935161e9dd960	Don't Miss @FoxNews @HappeningNow tomorrow. I am scheduled to appear LIVE w/ @JonScottFNC &amp; @HeatherChilders at 1145. Discussing #Zika	0	0	0	0
570c4a8fd3d935161e9dd961	Could our best weapon against the Zika virus be a contraption made from old tires? https://t.co/MSeDxEkzd2	0	0	1	0
570c4a90d3d935161e9dd962	Every time health officials warn of a Zika outbreak, I relax with a nice cold Zima, watch some Xena and take some Xanax. #zzzz	1	0	0	0
570c4a90d3d935161e9dd963	|Congress Is Told US Needs More Money to Fight Zika - New Yo... https://t.co/VyPlLapeLl || https://t.co/MREzJqsWw3 https://t.co/JVTWpKHAzN|	0	0	0	1
570c4a92d3d935161e9dd965	As the weather gets warmer mosquitoes will be out too. Officials in DC spoke about how to reduce the risks of Zika. https://t.co/I4IRYNJhSE	0	0	0	0
570c4a92d3d935161e9dd966	#Zikavirus 'scarier' than first thought, US health officials say #Zika https://t.co/xllGiE2fp2	0	0	0	1
570c4a9cd3d935161e9dd96a	If it is possible for Zika, why not for other diseases as well#worldpdday #patientsincluded https://t.co/4UOiyUgxbU	0	0	0	0
570c4a9dd3d935161e9dd96b	Obama wants 1.5billion to fight zika virus.....this idiot is insane....1.5 billion for mosquitoes...ur and r money people..Congress deny	0	0	1	0
570c4aa5d3d935161e9dd971	Zika may be linked to an autoimmune brain disorder: https://t.co/NHUVfXQNBJ https://t.co/G8XG9UQkyc	0	0	0	0
570c4aadd3d935161e9dd976	Zika virus 'scarier than thought' - US https://t.co/OVOCnVqNPA via @sharethis	0	0	0	1
570c4ab0d3d935161e9dd977	Brazilian Doctor Eases Tough Logistics Of Treating Zika https://t.co/K0U0ZEN8c3	0	0	1	0
570c4ab2d3d935161e9dd979	New York Times: Congress Is Told U.S. Needs More Money to Fight Zika https://t.co/lkFGIJsYku	0	0	0	1
570c4ab9d3d935161e9dd97c	BREAKING: Zika virus ‘scarier’ than thought: US health officials https://t.co/zOk7f4rhBh https://t.co/JlAg66mdoJ	0	0	0	1
570c4abdd3d935161e9dd980	U.S. officials warn #Zika 'scarier' than initially thought https://t.co/QBKepNmeg1 https://t.co/XawNMXo5sA	0	0	0	1
570c4ac1d3d935161e9dd984	|Congress Is Told US Needs More Money to Fight Zika - New Yo... https://t.co/PkG3Rtvjz5 || https://t.co/MREzJqsWw3 https://t.co/lKQa6cgG12|	0	0	0	1
570c4ac6d3d935161e9dd988	White House redirects $598million from Ebola fight to Zika amid fears of summer surge in cases: Th... https://t.co/5mATBr9EnX #EbolaKenya	0	0	1	0
570c4acfd3d935161e9dd98a	More than #microcephaly &amp; #GBS: Study suggests #Zika may be linked to another brain disease, #ADEM. Details: https://t.co/F9gREqWiUm	0	0	0	0
570c4ad7d3d935161e9dd990	#ndtv US officials warn Zika 'scarier' than initially thought https://t.co/w1zjJRyU7A https://t.co/JLBrcqdDV3	0	0	0	1
570c4adfd3d935161e9dd993	Causal relationship defined between zika and microcephaly #epiwm2016 https://t.co/MLyWdIqz5f	0	0	0	0
570c4ae7d3d935161e9dd99b	U.S. Officials Warn Zika ‘Scarier’ Than Initially Thought: By Adam Goldberg By Timothy Gardner and Je... https://t.co/59L3oRz3W9 #liberal	0	0	0	1
570c4aecd3d935161e9dd9a2	US officials: The more we learn about Zika, scarier it is https://t.co/3KdCwPwUCU	0	0	0	1
570c4aefd3d935161e9dd9a4	Zika virus 'scarier' than thought: US health officials https://t.co/gqQWXGahuY https://t.co/dqWknV0jBG	0	0	0	1
570c4af2d3d935161e9dd9a6	The 50 American cities most at risk of Zika virus https://t.co/OWbAuPbOBS	0	0	0	1
570c4af3d3d935161e9dd9a7	i'm so stupid i put zikuru on my quiz trying to remember zika ugh	1	0	0	0
570c4af4d3d935161e9dd9a9	ndtv : US officials warn Zika 'scarier' than initially thought https://t.co/f7xcKx62rc … https://t.co/ikLJQYurle) https://t.co/eKhMSRYaEn	0	0	0	1
570c4af7d3d935161e9dd9ab	Congress urged to pass $1.9bn Zika funding as US health officials say virus 'scarier' than… https://t.co/jvvUOzikYR https://t.co/F5EDB6ITrt	0	0	0	1
