ID	 TEXT	 HUMOR	 MISINFORMATION	 DOWNPLAY	 CONCERN
5704518374fece5c37319817	Vietnam reports first Zika infections, raises alarm Re:Sassen-Territory, Authority, Rights https://t.co/1ymONFVUgD	0	0	0	1
5704518474fece5c37319818	Zika confirmed in Vietnam: Female patients from Khanh Hoa province and Ho Chi Minh city https://t.co/0pqGTQP7Am #health	0	0	0	0
5704519d74fece5c37319821	Two Vietnamese women contract Zika virus, first in Vietnam - govt https://t.co/All5kwL8fr	0	0	0	0
570451bd74fece5c3731982e	Never mind Zika and Ebola: It's Yellow Fever we should be worried about - https://t.co/KO3tkBfYwu #ebola	0	0	1	0
570451bd74fece5c3731982f	https://t.co/ydft2eTdS7 Factbox: Why the Zika virus is causing alarm https://t.co/WS22lwASkp	0	0	0	1
570451bd74fece5c37319830	https://t.co/ydft2eTdS7 Zika mystery deepens with evidence of nerve cell infections https://t.co/dnFnebzUBb	0	0	0	1
570451c074fece5c37319832	White House to transfer #Ebola funds to combat Zika virus: WASHINGTON (AP) — Congressional officials say the Obama… https://t.co/cZfKDIpbWq	0	0	1	0
5704518d74fece5c3731981c	Where can you read about #Rwanda, #Zika, #tornadoes &amp; #Elnino in one place? Our latest newsletter! https://t.co/I4a1TBtubz	0	0	0	0
570451dc74fece5c3731983f	Zika mystery deepens with evidence of nerve cell infections – Reuters https://t.co/DytTXc58qL	0	0	0	1
570451a674fece5c37319824	#Zika is a virus spread by mosquitoes. Know the risks if you are traveling and pregnant https://t.co/5zTDwMQHtf https://t.co/AU3nSLAm7y	0	0	0	1
570451b774fece5c3731982a	From today's ICMA @SmartBrief: CDC calls for more aggressive #Zika action as weather warms https://t.co/9WQ69kgRtv	0	0	0	1
570451bc74fece5c3731982d	https://t.co/ydft2eTdS7 White House to transfer Ebola funds to combat Zika virus https://t.co/LcUXjdM3Yt	0	0	1	0
5704520574fece5c3731984d	White House to transfer Ebola funds to combat Zika virus: WASHINGTON (AP) -- Congressional officials sa... https://t.co/nR0loVm9PR	0	0	1	0
570451be74fece5c37319831	White House will dip into Ebola funding to fight Zika, possibly ending impasse - https://t.co/BRDFUfFhd2 #ebola	0	0	1	0
5704522774fece5c37319859	Zika mystery deepens with evidence of nerve cell infections - Reuters https://t.co/uJYCQMRAD3 https://t.co/a9zrpIYszR	0	0	0	1
5704523c74fece5c3731985e	Zika mystery deepens with evidence of nerve cell infections https://t.co/T9A5090KCb via @Yahoocanada	0	0	0	1
570451df74fece5c37319840	“I understand the polarization of politics in this country; I don’t understand why children 1/2 https://t.co/ANiJLmBL25	0	0	0	0
5704520874fece5c3731984f	The Fear Of Zika https://t.co/BkjULvXkTB	0	0	0	1
5704527974fece5c3731986d	Insight - Zika mystery deepens with evidence of nerve cell infections https://t.co/xWHE9X8YAv	0	0	0	1
5704527b74fece5c3731986e	NIH Fast-Tracking Zika Vaccine https://t.co/vHZNoiB1bM	0	0	1	0
5704522f74fece5c3731985a	Zika mystery deepens with evidence of nerve cell infections - CHICAGO (Reuters) - Top Zika investigators now be... https://t.co/tzWBnyT7GB	0	0	0	1
5704523d74fece5c3731985f	Zika Virus "Franken-Mosquitoes About to Be Released” Petition for the FDA. Published on Apr 5, 2016 Zika Virus... https://t.co/e8lk71D6ui	0	1	0	0
5704525374fece5c37319865	Scary: #Zika poses dangers of nerve cell infections: serious brain &amp; spinal cord infections [MT @Reuters_Health] https://t.co/8sisEvmQ8P	0	0	0	1
570452c274fece5c3731988a	azcentral: Zika virus leads to Arizona blood supply shortage; donors needed https://t.co/eTIjVPnqQ3	0	0	0	1
570452c474fece5c3731988c	iTimes.my - Zika mystery deepens with evidence of nerve cell infections https://t.co/TdJCg9QtCs	0	0	0	1
5704528474fece5c37319874	Some weird shit. https://t.co/390XpdniYc	0	0	0	0
5704528e74fece5c37319876	☣#Zika☣☡ⅰΚα☣Virus☣mystery deepens with evidence of nerve cell infections https://t.co/o4jhtUJqDu	0	0	0	1
570452f774fece5c37319899	Clinical management of pregnant women exposed to Zika virus https://t.co/SrSDpHhX7F	0	0	0	0
5704530474fece5c3731989f	@c4ssienguyen HAHAHHAHAHAHAH lol i deleted the actual tweet it was about zika virus in Vietnam (sorry boo!!)	1	0	0	0
5704531e74fece5c373198aa	ArizonaNewsnet: azcentral: Zika virus leads to Arizona blood supply shortage; donors needed https://t.co/OOXIXLgxbS	0	0	0	1
5704532074fece5c373198ac	HealthNews: Zika mystery deepens with evidence of nerve cell infections https://t.co/N8ZeoPi3tn	0	0	0	1
570452de74fece5c37319890	#InfectiousDisease White House to transfer Ebola funds to combat Zika virus: Researchers fear Zika ... https://t.co/kfwppjrNFd #ZikaVirus	0	0	1	1
570452f274fece5c37319898	[Daily Herald] - White House to transfer Ebola funds to combat Zika virus https://t.co/cJrctY88HZ	0	0	1	0
5704524c74fece5c37319861	#Here how we stop Zika https://t.co/g49mIXavZJ	0	0	1	0
5704526874fece5c37319868	Thank you to sesamestreet for helping teach children how to protect themselves from mosquitoes &amp;amp; zika via pahowho	0	0	1	0
5704536374fece5c373198be	I liked a @YouTube video https://t.co/SIdljC3WJ0 Zika Virus Prank	1	0	0	0
5704531174fece5c373198a5	Never mind Zika and Ebola: It's Yellow Fever we should be worried about - Daily Maverick https://t.co/7i7Hu8NHA0 #EbolaChan	0	0	1	0
5704531374fece5c373198a6	#HealthNews Zika mystery deepens with evidence of nerve cell infections https://t.co/YaSKlNEeZG	0	0	0	1
570452d774fece5c3731988e	Report Raises Questions About Microcephaly "Epidemic" in Brazil and Link to Zika https://t.co/nIAFyTLhsO	0	1	0	0
5704538574fece5c373198ca	That's the White House for you...https://t.co/4uqkQpR6Wq	0	0	0	0
