ID	TEXT	HUMOR	MISINFORMATION	DOWNPLAY	CONCERN
5715986cd3d93545f1e53728	Bruh, why tf they so serious about this shit. Their fucking dogs. Doubt they got fucking ebola or zika or some shit. https://t.co/xhphNqP6yR	1	0	0	0
5715830ed3d93545f1e52d1a	How Contagious Is Zika? https://t.co/XMAdvdH94m	0	0	0	1
571589ffd3d93545f1e530f8	@gatewaypundit There are laws against that. Germs Flu Hello viral infection zika I'd press charges	0	0	0	0
57159d32d3d93545f1e53889	Research breakthrough could lead to vaccine for Zika virus https://t.co/mL9QqYKDGM	0	0	1	0
57158b1ed3d93545f1e531a4	Zika concerns lead to debate over delaying pregnancy https://t.co/IS4KfDhL3c https://t.co/NrbsqQU28u	0	0	0	1
57158ac7d3d93545f1e53158	Well: The Weekly Health Quiz: Preventing Blisters, Arthritis in Women and Zika https://t.co/3TTZ75zETO https://t.co/PeCxkDYt65	0	0	0	0
5715971ad3d93545f1e536b8	#Innovation #santé made in #Finistère https://t.co/ZinYi53MAH	0	0	0	0
57159d5fd3d93545f1e53899	#mosquito #health NEW TWIST - IT MOSQUITO RRPELLER - 3 IN PACK NEW UNOPENED: $10.99End Dat... https://t.co/FSkveGXODM #zika #news #virus	0	0	0	0
5715915ed3d93545f1e534b1	Fuck mosquito's. I feel like i forsure have the Zika virus 😰	0	0	0	1
5715a108d3d93545f1e539b7	@AshiraDerm What does it feel like if infected by Zika? US Survivor "I had 110 Temp Could Feel My Skin Shrinking" https://t.co/JYE4F5v3S5	0	0	0	1
57159e29d3d93545f1e538cb	@shaunwkeaveny Yeah, let's get it trending. 7x more effective than other traps! https://t.co/a8P8O2KPwb	0	0	0	0
57159bbfd3d93545f1e53835	Avoiding mosquitoes could mean avoiding Zika, so check for standing water around your home. https://t.co/mEXJhQPOSk https://t.co/OJqcnEcNTu…	0	0	0	1
5715a1bed3d93545f1e539eb	@Zika_News @ cohenjm Tragedy underpinning Zika epidemic is mosquito vector was nearly eliminated in the 1940s-60s. https://t.co/02w0zT9R99	0	0	0	0
57159171d3d93545f1e534ba	@fukupaymelol yes techies. Cambrian genomics was the old company. Now he's in Brazil for Zika virus. They're lit as fuck honestly.	0	0	0	0
5715a0dfd3d93545f1e539b0	#Zika &amp; #Ebola grab headlines, but lingering #TB worries many in #PublicHealth more: https://t.co/Zv4wdVurqW @commonhealth	0	0	1	0
5715934dd3d93545f1e5358a	William told Eva they gauged Jesus in Judea and he was my son. I asked God if America could get Zika and sleep less than malaria and pray.	0	0	0	0
5715886ad3d93545f1e5300a	I liked a @YouTube video from @dark5tv https://t.co/ToYUF4960h 5 Secret Zika Facts They Are Not Telling You	0	1	0	0
571595d3d3d93545f1e5364a	Oh, shit!! https://t.co/NYIsxfuXbR	0	0	0	1
57157693d3d93545f1e52539	😅sucks for Yal https://t.co/uFqHXbjJS2	1	0	0	0
57159329d3d93545f1e53581	Does Zika bring the flu to people who don't pray Hail Mary?	0	1	0	0
57159e93d3d93545f1e538e7	What lessons are there about #WebPerf #PerfEng from the battle against #Zika? #HPE https://t.co/CD9x1tQdaB https://t.co/WflAzy34Nz	0	0	0	0
57159fcbd3d93545f1e5395c	@GroupBaud Two Day Zika Summit at Institut Pasteur to be held in Paris, France. Starts next Mon. 25th April. https://t.co/LrvrJSKguI	0	0	0	0
571599cdd3d93545f1e53797	#Health Sunday April 17, 2016: Spring Things- Zika, Baseball, Marathon Monday - WCVB Boston https://t.co/K1OBaAuZWF #Southeast Asia	0	0	0	0
5715873ed3d93545f1e52f81	Even mosquitoes trying to kill you Zika...	0	0	0	1
57159f4ed3d93545f1e53925	#HackensackSchoolElection The world worries about the Zika virus, but Hackensack is voting today to stop the Zisa virus spreading farther.	0	0	1	0
57157657d3d93545f1e52515	Via @FierceHealthIT EPA prepares for Zika; Wisconsin nurses don't take advantage of addiction options; https://t.co/aOeG1prs9h	0	0	0	0
57158896d3d93545f1e5302f	Zika in C. &amp; S.America puts social conservatism's absurdity on full, merciless display. Tyranny of #ProBirth socieT https://t.co/xxDQqXmP1z	0	0	0	0
57157511d3d93545f1e52469	@Mslovelyarlenn that zika!!	0	0	0	0
57157f89d3d93545f1e52af0	Structure of Zika virus determined	0	0	1	0
5715791bd3d93545f1e52662	Matters Arising: ZIKA VIRUS: FIRST CASE OF SEXUAL TRANSMISSION https://t.co/R0pkjeLGdJ	0	0	0	1
57159a5ad3d93545f1e537ba	Well if I didn't have zika, I definitely do now.	0	0	0	1
571591e4d3d93545f1e534ed	https://t.co/LtrMOzwyzw Retweeted https://t.co/E2xM2A68Op	0	0	0	0
57159e85d3d93545f1e538e4	If @GOP has their way all afflicted will have the replacement ACA plan of #PrayerCare.. @UniteBlue @NoGOPNo @Gdad1 https://t.co/1OQUMb8SGl	0	0	0	0
57158123d3d93545f1e52bb6	Shows how fast the virus has gained a footin' n US-This shows places the Zika virus spread since outbreak.https://t.co/3fiIrwuuHR via @giphy	0	0	0	1
57158ef9d3d93545f1e533a9	Unintended Pregnancies in Brazil –… https://t.co/AqqGqA0OQz	0	0	0	1
57158378d3d93545f1e52d56	my grandma told me I was gonna get the zika from a nose ring ???	0	1	0	0
