ID	 TEXT	 HUMOR	 MISINFORMATION	 DOWNPLAY	 CONCERN
571429bed3d93502ed41ab0d	Top Health Officials Claim to Not Have the Money to Fight Zika - https://t.co/Q3iWwc4gUa https://t.co/rDfDeMkAEc	0	0	0	1
571434e5d3d93502ed41af8c	I kill every mosquito in sight b/c Zika!!!	1	0	0	0
57142b8ed3d93502ed41abdb	@SandraZaloun In Zika Fast Track! global map with major drivers of Zika virus transmission https://t.co/DgeqECyRYS	0	0	0	0
5714351fd3d93502ed41b019	Fort Wayne company among the fight against Zika: https://t.co/GXPB6kACD3	0	0	0	0
57142b41d3d93502ed41abc0	What Is the Zika Virus Risk for Older Adults? https://t.co/MVGaDRReEt via @aarp	0	0	0	0
5714391fd3d93502ed41b1d8	Why and where is the Zika virus causing alarm? https://t.co/6KJiKB5Etg https://t.co/mANPgImGlo	0	0	0	0
571433e4d3d93502ed41aef7	Mosquito control, public education key in Zika fight - Orlando Sentinel https://t.co/7Zu17odjdx via @sharethis	0	0	0	0
57143978d3d93502ed41b210	JAMA Viewpoint: Is the United States Prepared for a Major Zika Virus Outbreak? https://t.co/p6PCwLQKCd @sciencetotalpub	0	0	0	1
5714278cd3d93502ed41aa0b	Stuff we take on mission....no wueremos dengue o zika. https://t.co/KNPex7Grje	0	0	0	0
57142537d3d93502ed41a8f6	@BigCountry_3427 I hope to have a milks case of the Zika virus so I will be too sick to vote!	1	0	1	0
57143f9cd3d93502ed41b436	Asking How did we do?helps Texas improve crisis response from Ebola to Zika https://t.co/nCKtz1fk5B	0	0	1	0
571434e5d3d93502ed41af8f	#RafaelNadal Boosting Rio Open Ticket Sales Despite Zika... https://t.co/GYL95jYbQF	0	0	0	0
57143cd3d3d93502ed41b334	"I got scared and I told my doctor that I had Zika." - Alessandra de Souza Amorim during her pregnancy @NightShiftMD doc about #zika @ 8:37	0	0	0	1
57142921d3d93502ed41aab8	That's why one should have a good supply of ionic silver and colloidal silver on hand. https://t.co/ZrOWuAbd4i	0	1	0	0
57142642d3d93502ed41a960	|Zika will 'inevitably' come to Singapore: Amy Khor || https://t.co/2d0BfYjqnU https://t.co/1xcanDaeAv|	0	0	0	1
571436fed3d93502ed41b115	@kalilahe @geordavis @Wilbigger @frenne17 @YaadMekI Huge threat to everyone , this Zika https://t.co/L5e1tnWdjT	0	0	0	1
57143518d3d93502ed41b011	|ZIKA virus is sexually transmitted, evidence shows || https://t.co/POFtj4aCxN|	0	0	0	1
571436dcd3d93502ed41b105	The Arabs have proved that they are scum when besieged Gazaانا_غزة https://t.co/mTACHHRUbE https://t.co/j2Dtqk0Cpf	0	0	0	0
571432d4d3d93502ed41ae7e	"Club bulletin on Panama, Cuba &amp; Argentina/ China ECA update/ Crew Seminars/ Iran " by @anujvelu on @LinkedIn https://t.co/uUTe3U0aQI	0	0	0	0
5714277dd3d93502ed41aa02	Dear Olympics, Don't worry about poltical impeachment or Zika virus or water issues (drinking and non drinking). Thanks. Signed, Brazil	1	0	0	0
5714391ed3d93502ed41b1d0	#ZIKA #RIO2016 A big block of Semtex on its own is largely harmless. But add a tiny detonator to it and it becomes very dangerous indeed.	0	0	0	0
5714313fd3d93502ed41adda	https://t.co/tDEG8PSIHj Ayyye, your boy made the paper 👌🏽 #ShoutOutToHaiti	0	0	0	0
57143527d3d93502ed41b025	@MackayIM @bmj_latest In US there's pressure to act more quickly. We need to ramp up mosquito control now n Congress refusing #Zika funding.	0	0	0	1
57143c5ad3d93502ed41b30d	Doctors prepare for possible Zika cases in Kansas, Missouri https://t.co/1Fvx3EUZoW	0	0	0	1
571434ddd3d93502ed41af74	As Marxist Obama minions demand $Billions for Zika Virus,Why does Media Never Ask Why Not Reverse the Fraud Climate Hoax DDT Ban - for Free?	0	1	0	0
57143499d3d93502ed41af4b	Zika Virus Mutation May Explain Spread: Study https://t.co/MkVCvKpsh6	0	0	0	1
57142e2bd3d93502ed41acc4	|Zika Virus in Jamaica - Alert - Level 2, Practice Enhanced Precautions - Travel Health Notices || CDC https://t.co/qUFGAonB0j|	0	0	0	1
57142973d3d93502ed41aae7	The aftermath of #Zika in Brazil Monday on @cbcthecurrent https://t.co/QlmzRWI29E	0	0	0	1
57143992d3d93502ed41b21a	#USA likely to see #zika outbreaks in future as transmitting mosquito present in around 30 US states: https://t.co/Wv7xiJmC6Q	0	0	0	1
57143929d3d93502ed41b1f9	Zika can be sexually transmitted between male partners, Texas case shows. @CDCMMWR study: https://t.co/5Y7FV0lhdG	0	0	0	1
571434edd3d93502ed41afa1	Zika virus spreading to more destinations: https://t.co/VjlkMPeHZ7 @AboutTravel https://t.co/bGNQZLgcCL	0	0	0	1
57142691d3d93502ed41a983	NIH doctor explains U.S efforts to combat Zika virus https://t.co/eQneNBGXEF	0	0	1	0
57142738d3d93502ed41a9d8	#Zika News: Zika Virus Infection Could Be Transmitted Through Anal Sex https://t.co/edI3jpe2Ec #PathogenPosse	0	0	0	1
5714349cd3d93502ed41af55	@by_rabbits @Patience_Miles @CTRNewsFeed The reasonable answer is government implants via Zika but I'll note your far fetched accident ploy.	0	1	0	0
57142771d3d93502ed41a9f9	Great article that breaks down into simple terms what we need to know. https://t.co/DhNzo8OgZw	0	0	0	0
571434efd3d93502ed41afc8	1 in 5 get zika but im travelling in a group of 4 so we good 👌	1	0	1	0
57143280d3d93502ed41ae5f	|Tracking Zika's Evolution || The Scientist Magazine® https://t.co/QJj3yOm0dz #ZikaVirus https://t.co/b9tqGRatiC|	0	0	0	0
57143997d3d93502ed41b21e	It's a flavivirus. That's what they do. https://t.co/4vJNGoLXEr	0	0	0	0
57142c34d3d93502ed41ac1a	Hmm...aren't there more "life-changing or amazing" things happening #zika #creationoflife #education https://t.co/fIpFzBS1XU	0	0	1	0
5714391ed3d93502ed41b1cb	@Couwwe__Gaalna why the fuck do you add me to the zika virus list?	0	0	0	0
571433e8d3d93502ed41aefe	Zika is a smart virus, Fight Zika, Fight Mosquitoes #HealthForAll #RespectForLife https://t.co/Kv6t6K3JSz	0	0	0	1
57142dd6d3d93502ed41acab	Camden County officials report case of Zika virus https://t.co/0ywIzeMzLe	0	0	0	1
57142545d3d93502ed41a8fb	Zika count rises to 16 in Trinidad - Caribbean News Now (press release) (blog) https://t.co/ylFShyNbif	0	0	0	1
571434eed3d93502ed41afb5	Breaking - Zika! We're Not Quite Sure How It Spreads And It's Pretty Prevalent In S. American But Have Fun At The Olympics - AP	0	0	0	1
571426ead3d93502ed41a9a9	NIH official says Zika poses no threat to pregnant women in U.S. https://t.co/6oIVrWdXgx	0	1	0	0
57142b8ed3d93502ed41abdc	White House Taps Ebola Funds To Temporarily Stave Off Zika: Previously, the leftover Ebola money has been appr... https://t.co/sXZYO8wpU1	0	0	1	0
571432ded3d93502ed41ae81	@IAmCharlesChase Let's Go Zika! LET'S GO!!	1	0	1	0
5714266ed3d93502ed41a975	Sen. Sherrod Brown introduces bill for Zika vaccine #nbc4i https://t.co/Pi6dpYqq8j	0	0	1	0
57143525d3d93502ed41b021	@MackayIM @Mozziebites All of my public warning &amp; counsel on Zika+ since Oct.30'15 are fully documented for posterity. I keep great records.	0	0	0	0
5714265bd3d93502ed41a96b	#ZikaVirus Suki Waterhouse lived with Brazilian tribe: We were quite worried about contraction the Zika virus ... https://t.co/ij2M9uxO5g	0	0	0	1
57142d1cd3d93502ed41ac79	I'm scared my sister's is going to get Zika. She scratched her leg today	0	1	0	1
5714391cd3d93502ed41b1c6	How high are mutation rates in #zika? https://t.co/SnJ9ki0X6b	0	0	0	0
571434f0d3d93502ed41afd0	Lesenswert #Zika #Mikrozephalie https://t.co/4Xt180V9UY	0	0	0	1
57143515d3d93502ed41b00d	Purdue University-led researchers determine structure of Zika virus https://t.co/7fz5XbKT0j #feedly	0	0	1	0
57142b29d3d93502ed41abba	Scary!!! https://t.co/diiCgpfCG2	0	0	0	1
57142f87d3d93502ed41ad3b	Zika virus impairs growth in human neurospheres and brain organoids https://t.co/f51lqB16lb	0	0	0	1
57142777d3d93502ed41a9ff	Hold on, we're still freaking about #Zika 'Sudden outbreak of #yellowfever 'threat to the entire world', warns WHO' https://t.co/93i1CB4MgD	0	0	0	1
57143af3d3d93502ed41b298	@AP_Politics @AP Unless either mom or dad traveled to Zika affected country. CDC has suggested timelines for family planning then.Misleading	0	0	0	0
57142c4ed3d93502ed41ac20	"One Traveler May Have Brought Zika to the Americas in 2013" by DONALD G. McNEIL Jr. via NYT Health https://t.co/h07wlBOyYC #health	0	0	0	1
57143094d3d93502ed41ad95	@isitellie you might have the zika virus	0	0	0	1
57142eedd3d93502ed41ad0e	"“The CDC may well be correct in its determination, but it has jumped the gun" #Zika #microcephaly @bmj_latest https://t.co/zSiugRchuk	0	0	0	1
57143496d3d93502ed41af48	Where do these diseases come from? Zika virus is a nasty scourge upon God loving people... They don't deserve it... Why God?	0	0	0	1
57142ebdd3d93502ed41acf3	Everyone talks about how when Trump is POTUS he will live forever &amp; have adult Zika babies in his cabinet at brunch right? #justme #why	1	0	0	0
571437d8d3d93502ed41b150	How Contagious Is Zika? https://t.co/3nhzlNpk1D	0	0	0	1
571434ebd3d93502ed41af99	*calls early morning client to tell him I have dengue, zika, and post-impeachment proceeding fever*	1	0	0	0
571427d0d3d93502ed41aa1f	Prevention and control of Zika fever as a mosquito-borne and sexually transmitted disease. https://t.co/i6eQ5auHID	0	0	0	1
57142ba0d3d93502ed41abe4	Isn't DDT outlawed? https://t.co/PL84pGYmVT	0	1	0	0
57142b8cd3d93502ed41abda	The government about to fall apart, the economy is trashed, the area is swamped with Zika, and most importantly the citizens don't want it.	0	0	0	1
571433e5d3d93502ed41aefa	@Lucky13Court You're going to get the Zika Virus, evacuate now.... LOL.	1	0	0	0
